Format Name,File Extension(s),Category/Plan(s),NARA Format ID,MIME type(s),Specification/Standard URL,PRONOM URL,LOC URL,British Library URL,WikiData URL,ArchiveTeam URL,ForensicsWiki URL,Wikipedia URL,docs.fileformat.com,Other URL,Notes,Risk Level,Preservation Action,Proposed Preservation Plan,Description and Justification,Preferred Processing and Transformation Tool(s)
Archicad Template File,tpl,Software and Code,NF00720,,,,,,https://www.wikidata.org/wiki/Q506636,http://fileformats.archiveteam.org/wiki/TPL,,https://en.wikipedia.org/wiki/ArchiCAD,,https://helpcenter.graphisoft.com/user-guide/134502/#XREF_51233_Template_Files,,Moderate Risk,Retain,Retain,"An Archicad Template file. Archicad is an architectural BIM CAD software for Macintosh and Windows. A template is a read-only project file that contains project preferences settings, placed elements and tool default settings of the project. The tpl extension is also associated with templates for publication indexes built with Cindex software from Indexing Research.",Archicad
ASP.NET HTTP Handler File,axd,Software and Code,NF00735,,,https://www.nationalarchives.gov.uk/pronom/fmt/884,,,https://www.wikidata.org/wiki/Q50183465,,,https://en.wikipedia.org/wiki/ASP.NET_Web_Forms,,,,Low Risk,Retain,Retain,"An AXD file is a file used by ASP.NET applications for handling embedded resource requests. It contains instructions for retrieving embedded resources, such as images, JavaScript (.JS) files, and .CSS files. This is a compiled binary file. Code files should not be reformatted to avoid affecting functionality.",Microsoft Visual Studio
Atari ST Self-extracting file archive,tp,Software and Code,NF00773,,,,,,,,,https://en.wikipedia.org/wiki/Atari_ST,,https://www.synacktiv.com/ressources/Atari-ST-Internals.pdf,,High Risk,Retain,Retain,File format native to the Atari ST line of personal computers released in the mid-1980s. Little information is currently available about this format.,
Audio Interchange Format (AIFF),aiff|aif,Digital Audio,NF00115,audio/x-aiff|audio/aiff,http://www-mmsp.ece.mcgill.ca/Documents/AudioFormats/AIFF/AIFF.html,https://www.nationalarchives.gov.uk/pronom/fmt/414,https://www.loc.gov/preservation/digital/formats/fdd/fdd000005.shtml,,https://www.wikidata.org/wiki/Q758853,http://fileformats.archiveteam.org/wiki/AIFF,,https://en.wikipedia.org/wiki/Audio_Interchange_File_Format,https://docs.fileformat.com/audio/aiff/,http://sox.sourceforge.net/AudioFormats-11.html,,Low Risk,Retain,Retain,Audio Interchange Format (AIFF) is considered an acceptable format as per NARA Transfer Guidance. The file format is well documented and there are open source tools available for transcoding. LPCM Audio is one possible codec for AIFF.,FFmpeg; VLC; Windows Media Player
Audio Interchange Format with LPCM Audio,aiff|aif,Digital Audio,NF00116,audio/x-aiff|audio/aiff|sound/aiff|audio/x-pn-aiff,http://www-mmsp.ece.mcgill.ca/Documents/AudioFormats/AIFF/Docs/AIFF-1.3.pdf,https://www.nationalarchives.gov.uk/pronom/x-fmt/135,https://www.loc.gov/preservation/digital/formats/fdd/fdd000116.shtml,,https://www.wikidata.org/wiki/Q758853,http://fileformats.archiveteam.org/wiki/AIFF,,https://en.wikipedia.org/wiki/Audio_Interchange_File_Format,https://docs.fileformat.com/audio/aiff/,,,Low Risk,Retain,Retain,"Audio Interchange Format (AIFF) with LPCM is considered an acceptable format as per NARA Transfer Guidance, The file format is well documented and there are open source tools available for transcoding.",FFmpeg; VLC; Windows Media Player
Audio Video Interleave Format (AVI),avi,Digital Video,NF00117,video/avi|video/x-msvideo|video/vnd.avi|video/msvideo,https://web.archive.org/web/20150227210336/http://www.kk.iij4u.or.jp/~kondo/wave/mpidata.txt,https://www.nationalarchives.gov.uk/pronom/fmt/5,https://www.loc.gov/preservation/digital/formats/fdd/fdd000059.shtml,,https://www.wikidata.org/wiki/Q209054,http://fileformats.archiveteam.org/wiki/AVI,,https://en.wikipedia.org/wiki/Audio_Video_Interleave,https://docs.fileformat.com/video/avi/,https://docs.microsoft.com/en-us/windows/win32/directshow/avi-riff-file-reference,,Low Risk,Retain,Retain,"AVI is considered an acceptable format as per NARA Transfer Guidance. The file format is well documented, ubiquitous, and there are open source tools available for transcoding. It is the most stable of all preferred preservation formats for this record type. For reformatted video, 8-bit is acceptable but 10-bit is preferred.",FFmpeg; VLC
AutoCAD component: Block Attribute Template,bkl,Digital Design and Vector Graphics,NF00122,,,https://www.nationalarchives.gov.uk/pronom/x-fmt/24,http://www.loc.gov/preservation/digital/formats/fdd/fdd000445.shtml,,https://www.wikidata.org/wiki/Q47539298,http://fileformats.archiveteam.org/wiki/Autocad,,https://en.wikipedia.org/wiki/AutoCAD,,,,Moderate Risk,Transform,Transform to a TBD format,"The file format is proprietary with limited open or available documentation, so migration is recommended, but at the time of this plan, no format options are available that retain fidelity.",FME Desktop; Global Mapper
AutoCAD component: Colour-Dependant Plot Style Table,ctb,Digital Design and Vector Graphics,NF00123,,,https://www.nationalarchives.gov.uk/pronom/x-fmt/37,http://www.loc.gov/preservation/digital/formats/fdd/fdd000445.shtml,,https://www.wikidata.org/wiki/Q47538629,http://fileformats.archiveteam.org/wiki/Autocad,,https://en.wikipedia.org/wiki/AutoCAD,,,,Moderate Risk,Transform,Transform to a TBD format,"The file format is proprietary with limited open or available documentation, so migration is recommended, but at the time of this plan, no format options are available that retain fidelity.",FME Desktop; Global Mapper
AutoCAD component: Compiled Menu,mnc,Digital Design and Vector Graphics,NF00124,,,https://www.nationalarchives.gov.uk/pronom/x-fmt/68,http://www.loc.gov/preservation/digital/formats/fdd/fdd000445.shtml,,https://www.wikidata.org/wiki/Q47538951,http://fileformats.archiveteam.org/wiki/Autocad,,https://en.wikipedia.org/wiki/AutoCAD,,,,Moderate Risk,Transform,Transform to a TBD format,"The file format is proprietary with limited open or available documentation, so migration is recommended, but at the time of this plan, no format options are available that retain fidelity.",FME Desktop; Global Mapper
AutoCAD component: Custom Dictionary,cus,Digital Design and Vector Graphics,NF00125,,,https://www.nationalarchives.gov.uk/pronom/x-fmt/38,http://www.loc.gov/preservation/digital/formats/fdd/fdd000445.shtml,,https://www.wikidata.org/wiki/Q47538631,http://fileformats.archiveteam.org/wiki/Autocad,,https://en.wikipedia.org/wiki/AutoCAD,,,,Moderate Risk,Transform,Transform to a TBD format,"The file format is proprietary with limited open or available documentation, so migration is recommended, but at the time of this plan, no format options are available that retain fidelity.",FME Desktop; Global Mapper
AutoCAD component: dbConnect Template Set,dbt,Digital Design and Vector Graphics|Databases,NF00126,,,https://www.nationalarchives.gov.uk/pronom/x-fmt/40,http://www.loc.gov/preservation/digital/formats/fdd/fdd000445.shtml,,https://www.wikidata.org/wiki/Q47539061,http://fileformats.archiveteam.org/wiki/Autocad,,https://en.wikipedia.org/wiki/AutoCAD,,,,Moderate Risk,Transform,"Transform to a TBD format, possibly CSV","The file format is proprietary with limited open or available documentation, so migration is recommended, but at the time of this plan, no format options are available that retain fidelity.",FME Desktop; Global Mapper
AutoCAD component: Linetype Definition File,lin,Digital Design and Vector Graphics,NF00127,,,https://www.nationalarchives.gov.uk/pronom/x-fmt/60,http://www.loc.gov/preservation/digital/formats/fdd/fdd000445.shtml,,https://www.wikidata.org/wiki/Q47539001,http://fileformats.archiveteam.org/wiki/Autocad,,https://en.wikipedia.org/wiki/AutoCAD,,,,Moderate Risk,Transform,Transform to a TBD format,"The file format is proprietary with limited open or available documentation, so migration is recommended, but at the time of this plan, no format options are available that retain fidelity.",FME Desktop; Global Mapper
AutoCAD component: Named Plot Style Table,stb,Digital Design and Vector Graphics,NF00128,,,https://www.nationalarchives.gov.uk/pronom/x-fmt/107,http://www.loc.gov/preservation/digital/formats/fdd/fdd000445.shtml,,https://www.wikidata.org/wiki/Q51789246,http://fileformats.archiveteam.org/wiki/Autocad,,https://en.wikipedia.org/wiki/AutoCAD,,,,Moderate Risk,Transform,Transform to a TBD format,"The file format is proprietary with limited open or available documentation, so migration is recommended, but at the time of this plan, no format options are available that retain fidelity.",FME Desktop; Global Mapper
AutoCAD component: Script,scr,Digital Design and Vector Graphics,NF00132,,,https://www.nationalarchives.gov.uk/pronom/x-fmt/100,http://www.loc.gov/preservation/digital/formats/fdd/fdd000445.shtml,,https://www.wikidata.org/wiki/Q51751573,http://fileformats.archiveteam.org/wiki/Autocad,,https://en.wikipedia.org/wiki/AutoCAD,,,,Moderate Risk,Transform,Transform to a TBD format,"The file format is proprietary with limited open or available documentation, so migration is recommended, but at the time of this plan, no format options are available that retain fidelity.",FME Desktop; Global Mapper
AutoCAD Drawing (2000-2002),dwg,Digital Design and Vector Graphics,NF00118,image/vnd.dwg|application/x-acad|application/x-autocad,https://www.opendesign.com/files/guestdownloads/OpenDesign_Specification_for_.dwg_files.pdf,https://www.nationalarchives.gov.uk/pronom/fmt/35,http://www.loc.gov/preservation/digital/formats/fdd/fdd000445.shtml,,https://www.wikidata.org/wiki/Q27863132,http://fileformats.archiveteam.org/wiki/DWG,,https://en.wikipedia.org/wiki/.dwg,,,,Moderate Risk,Transform,Transform to Adobe Geospatial PDF and retain DWG,"The file format is proprietary with limited open or available documentation. Currently, NARA transforms DWG to Adobe Geospatial PDF using FME, and also retains the original DWG files. In some cases, it may be necessary to generate multiple PDFs for one DWG file, when the image is too large to fit on one PDF page while retaining visual details of the original file. FME allows the user to select pieces of the image to transform into PDF.",FME Desktop; Global Mapper
AutoCAD Drawing (2004-2005),dwg,Digital Design and Vector Graphics,NF00119,image/vnd.dwg|application/x-acad|application/x-autocad,https://www.opendesign.com/files/guestdownloads/OpenDesign_Specification_for_.dwg_files.pdf,https://www.nationalarchives.gov.uk/pronom/fmt/36,http://www.loc.gov/preservation/digital/formats/fdd/fdd000445.shtml,,https://www.wikidata.org/wiki/Q27863134,http://fileformats.archiveteam.org/wiki/DWG,,https://en.wikipedia.org/wiki/.dwg,,,,Moderate Risk,Transform,Transform to Adobe Geospatial PDF and retain DWG,"The file format is proprietary with limited open or available documentation. Currently, NARA transforms DWG to Adobe Geospatial PDF using FME, and also retains the original DWG files. In some cases, it may be necessary to generate multiple PDFs for one DWG file, when the image is too large to fit on one PDF page while retaining visual details of the original file. FME allows the user to select pieces of the image to transform into PDF.",FME Desktop; Global Mapper
AutoCAD Drawing (2007-2008),dwg,Digital Design and Vector Graphics,NF00120,image/vnd.dwg|application/x-acad|application/x-autocad,https://www.opendesign.com/files/guestdownloads/OpenDesign_Specification_for_.dwg_files.pdf,https://www.nationalarchives.gov.uk/pronom/x-fmt/455,http://www.loc.gov/preservation/digital/formats/fdd/fdd000445.shtml,,https://www.wikidata.org/wiki/Q27863136,http://fileformats.archiveteam.org/wiki/DWG,,https://en.wikipedia.org/wiki/.dwg,,,,Moderate Risk,Transform,Transform to Adobe Geospatial PDF and retain DWG,"The file format is proprietary with limited open or available documentation. Currently, NARA transforms DWG to Adobe Geospatial PDF using FME, and also retains the original DWG files. In some cases, it may be necessary to generate multiple PDFs for one DWG file, when the image is too large to fit on one PDF page while retaining visual details of the original file. FME allows the user to select pieces of the image to transform into PDF.",FME Desktop; Global Mapper
